qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
9937,1114,815,9,11,5,1:30.652,1:29.965,1:29.650
9938,1114,832,6,55,6,1:30.651,1:30.067,1:29.850
9939,1114,1,131,44,7,1:30.811,1:30.040,1:29.908
9940,1114,847,131,63,8,1:30.811,1:30.268,1:30.219
9941,1114,852,213,22,9,1:30.733,1:30.204,1:30.303
9942,1114,4,117,14,10,1:30.971,1:30.465,1:30.560
9943,1114,859,213,40,11,1:30.425,1:30.508,\N
9944,1114,842,214,10,12,1:30.843,1:30.509,\N
9945,1114,848,3,23,13,1:30.941,1:30.537,\N
9946,1114,839,214,31,14,1:30.960,1:30.586,\N
9947,1114,825,210,20,15,1:30.976,1:30.665,\N
9948,1114,822,51,77,16,1:31.049,\N,\N
9949,1114,840,117,18,17,1:31.181,\N,\N
9950,1114,807,210,27,18,1:31.299,\N,\N
9951,1114,855,51,24,19,1:31.398,\N,\N
9952,1114,858,3,2,20,\N,\N,\N
9953,1115,830,9,1,1,1:25.007,1:24.483,1:23.778
9954,1115,847,131,63,2,1:25.334,1:24.827,1:24.219
9955,1115,1,131,44,3,1:26.076,1:24.381,1:24.305
9956,1115,4,117,14,4,1:25.223,1:25.241,1:24.369
9957,1115,844,6,16,5,1:25.452,1:25.079,1:24.424
9958,1115,857,1,81,6,1:25.266,1:24.724,1:24.540
9959,1115,842,214,10,7,1:25.566,1:24.918,1:24.553
9960,1115,839,214,31,8,1:25.711,1:24.928,1:24.763
9961,1115,822,51,77,9,1:26.038,1:25.297,1:25.058
9962,1115,846,1,4,10,1:25.131,1:24.685,\N
9963,1115,852,213,22,11,1:26.058,1:25.301,\N
9964,1115,832,6,55,12,1:25.808,1:25.328,\N
9965,1115,815,9,11,13,1:25.991,1:25.462,\N
9966,1115,848,3,23,14,1:26.118,1:25.707,\N
9967,1115,807,210,27,15,1:25.904,1:25.783,\N
9968,1115,858,3,2,16,1:26.210,\N,\N
9969,1115,840,117,18,17,1:26.345,\N,\N
9970,1115,859,213,40,18,1:26.635,\N,\N
9971,1115,825,210,20,19,1:27.046,\N,\N
9972,1115,855,51,24,20,1:27.432,\N,\N
9973,1116,844,6,16,1,1:36.061,1:35.004,1:34.723
9974,1116,846,1,4,2,1:35.110,1:35.441,1:34.853
9975,1116,1,131,44,3,1:35.091,1:35.240,1:34.862
9976,1116,832,6,55,4,1:35.824,1:35.302,1:34.945
9977,1116,847,131,63,5,1:36.165,1:35.606,1:35.079
9978,1116,830,9,1,6,1:35.346,1:35.008,1:35.081
9979,1116,842,214,10,7,1:36.158,1:35.496,1:35.089
9980,1116,839,214,31,8,1:36.131,1:35.413,1:35.154
9981,1116,815,9,11,9,1:35.989,1:35.679,1:35.173
9982,1116,857,1,81,10,1:36.064,1:35.576,1:35.467
9983,1116,852,213,22,11,1:35.913,1:35.697,\N
9984,1116,855,51,24,12,1:36.052,1:35.698,\N
9985,1116,822,51,77,13,1:36.082,1:35.858,\N
9986,1116,825,210,20,14,1:36.009,1:35.880,\N
9987,1116,817,213,3,15,1:36.213,1:35.974,\N
9988,1116,807,210,27,16,1:36.235,\N,\N
9989,1116,4,117,14,17,1:36.268,\N,\N
9990,1116,848,3,23,18,1:36.315,\N,\N
9991,1116,840,117,18,19,1:36.589,\N,\N
9992,1116,858,3,2,20,1:36.827,\N,\N
9993,1117,844,6,16,1,1:18.401,1:17.901,1:17.166
9994,1117,832,6,55,2,1:18.755,1:18.382,1:17.233
9995,1117,830,9,1,3,1:18.099,1:17.625,1:17.263
9996,1117,817,213,3,4,1:18.341,1:17.706,1:17.382
9997,1117,815,9,11,5,1:18.553,1:18.124,1:17.423
9998,1117,1,131,44,6,1:18.677,1:17.571,1:17.454
9999,1117,857,1,81,7,1:18.241,1:17.874,1:17.623
10000,1117,847,131,63,8,1:18.893,1:17.673,1:17.674
10001,1117,822,51,77,9,1:18.429,1:18.016,1:18.032
10002,1117,855,51,24,10,1:19.016,1:18.440,1:18.050
10003,1117,842,214,10,11,1:18.945,1:18.521,\N
10004,1117,807,210,27,12,1:18.969,1:18.524,\N
10005,1117,4,117,14,13,1:18.848,1:18.738,\N
10006,1117,848,3,23,14,1:18.828,1:19.147,\N
10007,1117,852,213,22,15,1:18.890,\N,\N
10008,1117,839,214,31,16,1:19.080,\N,\N
10009,1117,825,210,20,17,1:19.163,\N,\N
10010,1117,840,117,18,18,1:19.227,\N,\N
10011,1117,846,1,4,19,1:21.554,\N,\N
10012,1117,858,3,2,20,\N,\N,\N
10013,1118,830,9,1,1,1:10.436,1:10.162,1:10.727
10014,1118,844,6,16,2,1:10.472,1:10.303,1:11.021
10015,1118,840,117,18,3,1:10.551,1:10.375,1:11.344
10016,1118,4,117,14,4,1:10.557,1:10.237,1:11.387
10017,1118,1,131,44,5,1:10.604,1:10.266,1:11.469
10018,1118,847,131,63,6,1:10.340,1:10.316,1:11.590
10019,1118,846,1,4,7,1:10.623,1:10.021,1:11.987
10020,1118,832,6,55,8,1:10.624,1:10.254,1:11.989
10021,1118,815,9,11,9,1:10.668,1:10.219,1:12.321
10022,1118,857,1,81,10,1:10.519,1:10.330,\N
10023,1118,807,210,27,11,1:10.475,1:10.547,\N
10024,1118,839,214,31,12,1:10.763,1:10.562,\N
10025,1118,842,214,10,13,1:10.793,1:10.567,\N
10026,1118,825,210,20,14,1:10.602,1:10.723,\N
10027,1118,848,3,23,15,1:10.621,1:10.840,\N
10028,1118,852,213,22,16,1:10.837,\N,\N
10029,1118,817,213,3,17,1:10.843,\N,\N
10030,1118,822,51,77,18,1:10.955,\N,\N
10031,1118,858,3,2,19,1:11.035,\N,\N
10032,1118,855,51,24,20,1:11.275,\N,\N
10033,1119,844,6,16,1,1:33.617,1:32.775,1:32.726
10034,1119,832,6,55,2,1:33.851,1:33.338,1:32.770
10035,1119,830,9,1,3,1:34.190,1:33.572,1:33.104
10036,1119,847,131,63,4,1:34.137,1:33.351,1:33.112
10037,1119,842,214,10,5,1:34.272,1:33.494,1:33.239
10038,1119,848,3,23,6,1:34.634,1:33.588,1:33.323
10039,1119,858,3,2,7,1:34.525,1:33.733,1:33.513
10040,1119,822,51,77,8,1:34.305,1:33.809,1:33.525
10041,1119,825,210,20,9,1:34.337,1:33.664,1:33.537
10042,1119,4,117,14,10,1:34.422,1:33.617,1:33.555
10043,1119,1,131,44,11,1:34.307,1:33.837,\N
10044,1119,815,9,11,12,1:34.574,1:33.855,\N
10045,1119,807,210,27,13,1:34.265,1:33.979,\N
10046,1119,840,117,18,14,1:34.504,1:34.199,\N
10047,1119,817,213,3,15,1:34.683,1:34.308,\N
10048,1119,846,1,4,16,1:34.703,\N,\N
10049,1119,839,214,31,17,1:34.834,\N,\N
10050,1119,855,51,24,18,1:34.849,\N,\N
10051,1119,857,1,81,19,1:34.850,\N,\N
10052,1119,852,213,22,20,1:36.447,\N,\N
10053,1120,830,9,1,1,1:24.160,1:23.740,1:23.445
10054,1120,844,6,16,2,1:24.459,1:23.969,1:23.584
10055,1120,857,1,81,3,1:24.487,1:24.278,1:23.782
10056,1120,847,131,63,4,1:24.337,1:24.013,1:23.788
10057,1120,846,1,4,5,1:24.368,1:23.920,1:23.816
10058,1120,852,213,22,6,1:24.286,1:24.207,1:23.968
10059,1120,4,117,14,7,1:24.501,1:24.131,1:24.084
10060,1120,807,210,27,8,1:24.425,1:24.213,1:24.108
10061,1120,815,9,11,9,1:24.209,1:24.116,1:24.171
10062,1120,842,214,10,10,1:24.600,1:24.078,1:24.548
10063,1120,1,131,44,11,1:24.437,1:24.359,NA
10064,1120,839,214,31,12,1:24.565,1:24.391,NA
10065,1120,840,117,18,13,1:24.405,1:24.422,NA
10066,1120,848,3,23,14,1:24.298,1:24.439,NA
10067,1120,817,213,3,15,1:24.461,1:24.442,NA
10068,1120,832,6,55,16,1:24.738,NA,NA
10069,1120,825,210,20,17,1:24.764,NA,NA
10070,1120,822,51,77,18,1:24.788,NA,NA
10071,1120,855,51,24,19,1:25.159,NA,NA
10072,1120,858,3,2,20,\N,\N,\N
10073,1121,830,9,1,1,1:30.031,1:29.374,1:29.179
10074,1121,844,6,16,2,1:30.243,1:29.165,1:29.407
10075,1121,847,131,63,3,1:30.350,1:29.922,1:29.485
10076,1121,832,6,55,4,1:29.909,1:29.573,1:29.507
10077,1121,815,9,11,5,1:30.221,1:29.932,1:29.537
10078,1121,4,117,14,6,1:30.179,1:29.801,1:29.542
10079,1121,846,1,4,7,1:30.143,1:29.941,1:29.614
10080,1121,857,1,81,8,1:30.531,1:30.122,1:29.683
10081,1121,1,131,44,9,1:30.451,1:29.718,1:29.710
10082,1121,807,210,27,10,1:30.566,1:29.851,1:30.502
10083,1121,852,215,22,11,1:30.481,1:30.129,\N
10084,1121,840,117,18,12,1:29.965,1:30.200,\N
10085,1121,848,3,23,13,1:30.397,1:30.221,\N
10086,1121,817,215,3,14,1:30.562,1:30.278,\N
10087,1121,825,210,20,15,1:30.646,1:30.529,\N
10088,1121,822,15,77,16,1:30.756,\N,\N
10089,1121,855,15,24,17,1:30.757,\N,\N
10090,1121,858,3,2,18,1:30.770,\N,\N
10091,1121,839,214,31,19,1:30.793,\N,\N
10092,1121,842,214,10,20,1:30.948,\N,\N
10093,1122,830,9,1,1,1:28.171,1:28.033,1:27.472
10094,1122,844,6,16,2,1:28.318,1:28.112,1:27.791
10095,1122,815,9,11,3,1:28.638,1:28.467,1:27.807
10096,1122,4,117,14,4,1:28.706,1:28.122,1:27.846
10097,1122,857,1,81,5,1:28.755,1:28.343,1:28.089
10098,1122,846,1,4,6,1:28.805,1:28.479,1:28.132
10099,1122,847,131,63,7,1:28.749,1:28.448,1:28.316
10100,1122,1,131,44,8,1:28.994,1:28.606,1:28.460
10101,1122,852,215,22,9,1:28.988,1:28.564,1:28.547
10102,1122,840,117,18,10,1:28.250,1:28.578,1:28.572
10103,1122,860,6,38,11,1:28.984,1:28.642,NA
10104,1122,848,3,23,12,1:29.107,1:28.980,NA
10105,1122,825,210,20,13,1:29.069,1:29.020,NA
10106,1122,817,215,3,14,1:29.065,1:29.025,NA
10107,1122,807,210,27,15,1:29.055,NA,NA
10108,1122,822,15,77,16,1:29.179,NA,NA
10109,1122,839,214,31,17,1:29.475,NA,NA
10110,1122,842,214,10,18,1:29.479,NA,NA
10111,1122,858,3,2,19,1:29.526,NA,NA
10112,1122,855,15,24,20,\N,\N,\N
10113,1123,830,9,1,1,1:16.819,1:16.387,1:15.915
10114,1123,832,6,55,2,1:16.731,1:16.189,1:16.185
10115,1123,815,9,11,3,1:16.805,1:16.631,1:16.274
10116,1123,846,1,4,4,1:17.430,1:16.750,1:16.315
10117,1123,844,6,16,5,1:16.984,1:16.304,1:16.435
10118,1123,857,1,81,6,1:17.369,1:16.601,1:16.572
10119,1123,847,131,63,7,1:17.062,1:16.901,1:16.724
10120,1123,852,215,22,8,1:17.356,1:16.791,1:16.788
10121,1123,840,117,18,9,1:17.376,1:16.780,1:17.072
10122,1123,4,117,14,10,1:16.991,1:16.710,1:17.552
10123,1123,1,131,44,11,1:17.499,1:16.960,\N
10124,1123,848,3,23,12,1:17.130,1:17.167,\N
10125,1123,822,15,77,13,1:17.543,1:17.340,\N
10126,1123,825,210,20,14,1:17.709,1:17.427,\N
10127,1123,839,214,31,15,1:17.617,1:17.697,\N
10128,1123,807,210,27,16,1:17.976,\N,\N
10129,1123,842,214,10,17,1:17.982,\N,\N
10130,1123,817,215,3,18,1:18.085,\N,\N
10131,1123,855,15,24,19,1:18.188,\N,\N
10132,1124,830,9,1,1,1:28.866,1:28.740,1:28.197
10133,1124,815,9,11,2,1:29.303,1:28.752,1:28.263
10134,1124,846,1,4,3,1:29.536,1:28.940,1:28.489
10135,1124,832,6,55,4,1:29.513,1:29.099,1:28.682
10136,1124,4,117,14,5,1:29.254,1:29.082,1:28.686
10137,1124,857,1,81,6,1:29.425,1:29.148,1:28.760
10138,1124,1,131,44,7,1:29.661,1:28.887,1:28.766
10139,1124,844,6,16,8,1:29.338,1:29.196,1:28.786
10140,1124,847,131,63,9,1:29.799,1:29.140,1:29.008
10141,1124,852,215,22,10,1:29.775,1:29.417,1:29.413
10142,1124,817,215,3,11,1:29.727,1:29.472,\N
10143,1124,807,210,27,12,1:29.821,1:29.494,\N
10144,1124,822,15,77,13,1:29.602,1:29.593,\N
10145,1124,848,3,23,14,1:29.963,1:29.714,\N
10146,1124,839,214,31,15,1:29.811,1:29.816,\N
10147,1124,840,117,18,16,1:30.024,\N,\N
10148,1124,842,214,10,17,1:30.119,\N,\N
10149,1124,825,210,20,18,1:30.131,\N,\N
10150,1124,858,3,2,19,1:30.139,\N,\N
10151,1124,855,15,24,20,1:30.143,\N,\N
10152,1125,830,9,1,1,1:34.742,1:33.794,1:33.660
10153,1125,815,9,11,2,1:35.457,1:34.026,1:33.982
10154,1125,4,117,14,3,1:35.116,1:34.652,1:34.148
10155,1125,846,1,4,4,1:34.842,1:34.460,1:34.165
10156,1125,857,1,81,5,1:35.014,1:34.659,1:34.273
10157,1125,844,6,16,6,1:34.797,1:34.399,1:34.289
10158,1125,832,6,55,7,1:34.970,1:34.368,1:34.297
10159,1125,847,131,63,8,1:35.084,1:34.609,1:34.433
10160,1125,807,210,27,9,1:35.068,1:34.667,1:34.604
10161,1125,822,15,77,10,1:35.169,1:34.769,1:34.665
10162,1125,840,117,18,11,1:35.334,1:34.838,\N
10163,1125,817,215,3,12,1:35.443,1:34.934,\N
10164,1125,839,214,31,13,1:35.356,1:35.223,\N
10165,1125,848,3,23,14,1:35.384,1:35.241,\N
10166,1125,842,214,10,15,1:35.287,1:35.463,\N
10167,1125,855,15,24,16,1:35.505,\N,\N
10168,1125,825,210,20,17,1:35.516,\N,\N
10169,1125,1,131,44,18,1:35.573,\N,\N
10170,1125,852,215,22,19,1:35.746,\N,\N
10171,1125,858,3,2,20,1:36.358,\N,\N
10172,1126,830,9,1,1,1:27.689,1:27.566,1:27.241
10173,1126,844,6,16,2,1:28.081,1:27.533,1:27.382
10174,1126,832,6,55,3,1:27.937,1:27.941,1:27.455
10175,1126,815,9,11,4,1:27.772,1:27.839,1:27.460
10176,1126,846,1,4,5,1:27.913,1:27.871,1:27.594
10177,1126,857,1,81,6,1:28.032,1:27.721,1:27.675
10178,1126,847,131,63,7,1:28.159,1:28.095,1:28.067
10179,1126,1,131,44,8,1:28.167,1:27.697,1:28.107
10180,1126,807,210,27,9,1:28.383,1:28.200,1:28.146
10181,1126,852,215,22,10,1:28.324,1:28.167,1:28.192
10182,1126,840,117,18,11,1:28.177,1:28.222,\N
10183,1126,842,214,10,12,1:27.976,1:28.324,\N
10184,1126,839,214,31,13,1:28.209,1:28.371,\N
10185,1126,848,3,23,14,1:28.343,1:28.413,\N
10186,1126,4,117,14,15,1:28.453,1:28.427,\N
10187,1126,822,15,77,16,1:28.463,\N,\N
10188,1126,858,3,2,17,1:28.487,\N,\N
10189,1126,817,215,3,18,1:28.617,\N,\N
10190,1126,825,210,20,19,1:28.619,\N,\N
10191,1126,855,15,24,20,1:28.824,\N,\N
10192,1127,830,9,1,1,1:15.762,1:15.176,1:14.746
10193,1127,857,1,81,2,1:15.940,1:15.407,1:14.820
10194,1127,846,1,4,3,1:15.915,1:15.371,1:14.837
10195,1127,844,6,16,4,1:15.823,1:15.328,1:14.970
10196,1127,832,6,55,5,1:16.015,1:15.512,1:15.233
10197,1127,847,131,63,6,1:16.107,1:15.671,1:15.234
10198,1127,852,215,22,7,1:15.894,1:15.358,1:15.465
10199,1127,1,131,44,8,1:16.604,1:15.677,1:15.504
10200,1127,817,215,3,9,1:16.060,1:15.691,1:15.674
10201,1127,807,210,27,10,1:15.841,1:15.569,1:15.980
10202,1127,815,9,11,11,1:16.404,1:15.706,NA
10203,1127,839,214,31,12,1:16.361,1:15.906,NA
10204,1127,840,117,18,13,1:16.458,1:15.992,NA
10205,1127,848,3,23,14,1:16.524,1:16.200,NA
10206,1127,842,214,10,15,1:16.015,1:16.381,NA
10207,1127,822,15,77,16,1:16.626,NA,NA
10208,1127,855,15,24,17,1:16.834,NA,NA
10209,1127,825,210,20,18,1:16.854,NA,NA
10210,1127,4,117,14,19,1:16.917,NA,NA
10211,1127,858,3,2,20,\N,\N,\N
10212,1128,844,6,16,1,1:11.584,1:10.825,1:10.270
10213,1128,857,1,81,2,1:11.500,1:10.756,1:10.424
10214,1128,832,6,55,3,1:11.543,1:11.075,1:10.518
10215,1128,846,1,4,4,1:11.760,1:10.732,1:10.542
10216,1128,847,131,63,5,1:11.492,1:10.929,1:10.543
10217,1128,830,9,1,6,1:11.711,1:10.745,1:10.567
10218,1128,1,131,44,7,1:11.528,1:11.056,1:10.621
10219,1128,852,215,22,8,1:11.852,1:11.106,1:10.858
10220,1128,848,3,23,9,1:11.623,1:11.216,1:10.948
10221,1128,842,214,10,10,1:11.714,1:10.896,1:11.311
10222,1128,839,214,31,11,1:11.887,1:11.285,\N
10223,1128,807,210,27,12,1:11.876,1:11.440,\N
10224,1128,817,215,3,13,1:11.785,1:11.482,\N
10225,1128,840,117,18,14,1:11.728,1:11.563,\N
10226,1128,825,210,20,15,1:11.832,1:11.725,\N
10227,1128,4,117,14,16,1:12.019,\N,\N
10228,1128,858,3,2,17,1:12.020,\N,\N
10229,1128,815,9,11,18,1:12.060,\N,\N
10230,1128,822,15,77,19,1:12.512,\N,\N
10231,1128,855,15,24,20,1:13.028,\N,\N
10232,1129,847,131,63,1,1:13.013,1:11.742,1:12.000
10233,1129,830,9,1,2,1:12.360,1:12.549,1:12.000
10234,1129,846,1,4,3,1:12.959,1:12.201,1:12.021
10235,1129,857,1,81,4,1:12.907,1:12.462,1:12.103
10236,1129,817,215,3,5,1:13.240,1:12.572,1:12.178
10237,1129,4,117,14,6,1:13.117,1:12.635,1:12.228
10238,1129,1,131,44,7,1:12.851,1:11.979,1:12.280
10239,1129,852,215,22,8,1:12.748,1:12.303,1:12.414
10240,1129,840,117,18,9,1:13.088,1:12.659,1:12.701
10241,1129,848,3,23,10,1:12.896,1:12.485,1:12.796
10242,1129,844,6,16,11,1:13.107,1:12.691,\N
10243,1129,832,6,55,12,1:13.038,1:12.728,\N
10244,1129,858,3,2,13,1:13.063,1:12.736,\N
10245,1129,825,210,20,14,1:13.217,1:12.916,\N
10246,1129,842,214,10,15,1:13.289,1:12.940,\N
10247,1129,815,9,11,16,1:13.326,\N,\N
10248,1129,822,15,77,17,1:13.366,\N,\N
10249,1129,839,214,31,18,1:13.435,\N,\N
10250,1129,807,210,27,19,1:13.978,\N,\N
10251,1129,855,15,24,20,1:14.292,\N,\N
10252,1130,846,1,4,1,1:12.386,1:11.872,1:11.383
10253,1130,830,9,1,2,1:12.306,1:11.653,1:11.403
10254,1130,1,131,44,3,1:12.143,1:11.792,1:11.701
10255,1130,847,131,63,4,1:12.456,1:11.812,1:11.703
10256,1130,844,6,16,5,1:12.257,1:12.038,1:11.731
10257,1130,832,6,55,6,1:12.403,1:11.874,1:11.736
10258,1130,842,214,10,7,1:12.651,1:12.079,1:11.857
10259,1130,815,9,11,8,1:12.477,1:12.054,1:12.061
10260,1130,839,214,31,9,1:12.691,1:12.109,1:12.125
10261,1130,857,1,81,10,1:12.460,1:12.011,\N
10262,1130,4,117,14,11,1:12.505,1:12.128,\N
10263,1130,822,15,77,12,1:12.758,1:12.227,\N
10264,1130,807,210,27,13,1:12.708,1:12.310,\N
10265,1130,840,117,18,14,1:12.881,1:12.372,\N
10266,1130,855,15,24,15,1:12.880,1:12.738,\N
10267,1130,825,210,20,16,1:12.937,\N,\N
10268,1130,852,215,22,17,1:12.985,\N,\N
10269,1130,817,215,3,18,1:13.075,\N,\N
10270,1130,848,3,23,19,1:13.153,\N,\N
10271,1130,858,3,2,20,1:13.509,\N,\N
10272,1131,830,9,1,1,1:05.336,1:04.469,1:04.314
10273,1131,846,1,4,2,1:05.450,1:05.103,1:04.718
10274,1131,847,131,63,3,1:05.585,1:05.016,1:04.840
10275,1131,832,6,55,4,1:05.263,1:05.016,1:04.851
10276,1131,1,131,44,5,1:05.541,1:05.053,1:04.903
10277,1131,844,6,16,6,1:05.509,1:05.104,1:05.044
10278,1131,857,1,81,7,1:05.311,1:05.070,1:05.048
10279,1131,815,9,11,8,1:05.587,1:05.144,1:05.202
10280,1131,807,210,27,9,1:05.596,1:05.262,1:05.385
10281,1131,839,214,31,10,1:05.574,1:05.274,1:05.883
10282,1131,817,215,3,11,1:05.569,1:05.289,\N
10283,1131,825,210,20,12,1:05.508,1:05.347,\N
10284,1131,842,214,10,13,1:05.598,1:05.359,\N
10285,1131,852,215,22,14,1:05.563,1:05.412,\N
10286,1131,4,117,14,15,1:05.656,1:05.639,\N
10287,1131,848,3,23,16,1:05.736,\N,\N
10288,1131,840,117,18,17,1:05.819,\N,\N
10289,1131,822,15,77,18,1:05.847,\N,\N
10290,1131,858,3,2,19,1:05.856,\N,\N
10291,1131,855,15,24,20,1:06.061,\N,\N
10292,1132,847,131,63,1,1:30.106,1:26.723,1:25.819
10293,1132,1,131,44,2,1:29.547,1:26.770,1:25.990
10294,1132,846,1,4,3,1:31.596,1:26.559,1:26.030
10295,1132,830,9,1,4,1:31.342,1:26.796,1:26.203
10296,1132,857,1,81,5,1:30.895,1:26.733,1:26.237
10297,1132,807,210,27,6,1:31.929,1:26.847,1:26.338
10298,1132,832,6,55,7,1:30.557,1:26.843,1:26.509
10299,1132,840,117,18,8,1:31.410,1:26.938,1:26.585
10300,1132,848,3,23,9,1:31.135,1:26.933,1:26.640
10301,1132,4,117,14,10,1:31.264,1:26.730,1:26.917
10302,1132,844,6,16,11,1:30.496,1:27.097,\N
10303,1132,858,3,2,12,1:31.608,1:27.175,\N
10304,1132,852,215,22,13,1:30.994,1:27.269,\N
10305,1132,855,15,24,14,1:31.190,1:27.867,\N
10306,1132,817,215,3,15,1:31.291,1:27.949,\N
10307,1132,822,15,77,16,1:32.431,\N,\N
10308,1132,825,210,20,17,1:32.905,\N,\N
10309,1132,839,214,31,18,1:34.557,\N,\N
10310,1132,815,9,11,19,1:38.348,\N,\N
10311,1132,842,214,10,20,1:39.804,\N,\N
10312,1133,846,1,4,1,1:17.755,1:15.540,1:15.227
10313,1133,857,1,81,2,1:17.504,1:15.785,1:15.249
10314,1133,830,9,1,3,1:17.087,1:15.770,1:15.273
10315,1133,832,6,55,4,1:17.244,1:15.885,1:15.696
10316,1133,1,131,44,5,1:17.087,1:16.307,1:15.854
10317,1133,844,6,16,6,1:17.437,1:15.891,1:15.905
10318,1133,4,117,14,7,1:17.624,1:16.117,1:16.043
10319,1133,840,117,18,8,1:17.405,1:16.075,1:16.244
10320,1133,817,215,3,9,1:17.050,1:16.202,1:16.447
10321,1133,852,215,22,10,1:17.436,1:16.121,1:16.477
10322,1133,807,210,27,11,1:17.362,1:16.317,\N
10323,1133,822,15,77,12,1:17.487,1:16.384,\N
10324,1133,848,3,23,13,1:17.280,1:16.429,\N
10325,1133,858,3,2,14,1:17.770,1:16.543,\N
10326,1133,825,210,20,15,1:17.851,1:16.548,\N
10327,1133,815,9,11,16,1:17.886,\N,\N
10328,1133,847,131,63,17,1:17.968,\N,\N
10329,1133,855,15,24,18,1:18.037,\N,\N
10330,1133,839,214,31,19,1:18.049,\N,\N
10331,1133,842,214,10,20,1:18.166,\N,\N
10332,1134,830,9,1,1,1:54.938,1:53.837,1:53.159
10333,1134,844,6,16,2,1:55.349,1:54.193,1:53.754
10334,1134,815,9,11,3,1:55.139,1:54.470,1:53.765
10335,1134,1,131,44,4,1:55.692,1:54.037,1:53.835
10336,1134,846,1,4,5,1:55.582,1:54.358,1:53.981
10337,1134,857,1,81,6,1:54.835,1:54.136,1:54.027
10338,1134,847,131,63,7,1:55.353,1:54.095,1:54.184
10339,1134,832,6,55,8,1:55.169,1:54.112,1:54.477
10340,1134,4,117,14,9,1:55.489,1:54.258,1:54.765
10341,1134,839,214,31,10,1:55.417,1:54.460,1:54.810
10342,1134,848,3,23,11,1:55.722,1:54.473,\N
10343,1134,842,214,10,12,1:54.911,1:54.635,\N
10344,1134,817,215,3,13,1:55.451,1:54.682,\N
10345,1134,822,15,77,14,1:55.531,1:54.764,\N
10346,1134,840,117,18,15,1:56.072,1:55.716,\N
10347,1134,807,210,27,16,1:56.308,\N,\N
10348,1134,825,210,20,17,1:56.500,\N,\N
10349,1134,852,215,22,18,1:56.593,\N,\N
10350,1134,858,3,2,19,1:57.230,\N,\N
10351,1134,855,15,24,20,1:57.775,\N,\N
10352,1135,846,1,4,1,1:11.377,1:10.496,1:09.673
10353,1135,830,9,1,2,1:11.393,1:10.811,1:10.029
10354,1135,857,1,81,3,1:11.541,1:10.505,1:10.172
10355,1135,847,131,63,4,1:11.049,1:10.552,1:10.244
10356,1135,815,9,11,5,1:11.006,1:10.678,1:10.416
10357,1135,844,6,16,6,1:11.370,1:10.689,1:10.582
10358,1135,4,117,14,7,1:11.493,1:10.845,1:10.633
10359,1135,840,117,18,8,1:11.518,1:10.661,1:10.857
10360,1135,842,214,10,9,1:11.718,1:10.815,1:10.977
10361,1135,832,6,55,10,1:11.327,1:10.914,NA
10362,1135,1,131,44,11,1:11.375,1:10.948,NA
10363,1135,852,215,22,12,1:11.603,1:10.955,NA
10364,1135,807,210,27,13,1:11.832,1:11.215,NA
10365,1135,825,210,20,14,1:11.630,1:11.295,NA
10366,1135,817,215,3,15,1:11.943,NA,NA
10367,1135,839,214,31,16,1:11.995,NA,NA
10368,1135,822,15,77,17,1:12.168,NA,NA
10369,1135,855,15,24,18,1:13.261,NA,NA
10370,1135,848,3,23,19,\N,\N,\N
10371,1135,858,3,2,20,\N,\N,\N
10372,1136,846,1,4,1,1:19.911,1:19.727,1:19.327
10373,1136,857,1,81,2,1:20.076,1:19.808,1:19.436
10374,1136,847,131,63,3,1:20.169,1:19.877,1:19.440
10375,1136,844,6,16,4,1:20.074,1:20.007,1:19.461
10376,1136,832,6,55,5,1:20.149,1:19.799,1:19.467
10377,1136,1,131,44,6,1:20.477,1:19.641,1:19.513
10378,1136,830,9,1,7,1:20.226,1:19.662,1:20.022
10379,1136,815,9,11,8,1:20.598,1:20.216,1:20.062
10380,1136,848,3,23,9,1:20.542,1:20.314,1:20.299
10381,1136,807,210,27,10,1:20.781,1:20.411,1:20.339
10382,1136,4,117,14,11,1:20.617,1:20.421,\N
10383,1136,817,215,3,12,1:20.901,1:20.479,\N
10384,1136,825,210,20,13,1:20.856,1:20.698,\N
10385,1136,842,214,10,14,1:20.748,1:20.738,\N
10386,1136,839,214,31,15,1:20.764,1:20.766,\N
10387,1136,852,215,22,16,1:20.945,\N,\N
10388,1136,840,117,18,17,1:21.013,\N,\N
10389,1136,861,3,43,18,1:21.061,\N,\N
10390,1136,822,15,77,19,1:21.101,\N,\N
10391,1136,855,15,24,20,1:21.445,\N,\N
10392,1137,844,6,16,1,1:42.775,1:42.056,1:41.365
10393,1137,857,1,81,2,1:43.033,1:42.598,1:41.686
10394,1137,832,6,55,3,1:43.357,1:42.503,1:41.805
10395,1137,815,9,11,4,1:43.213,1:42.263,1:41.813
10396,1137,847,131,63,5,1:43.139,1:42.329,1:41.874
10397,1137,830,9,1,6,1:43.097,1:42.042,1:42.023
10398,1137,1,131,44,7,1:43.089,1:42.765,1:42.289
10399,1137,4,117,14,8,1:43.472,1:42.426,1:42.369
10400,1137,861,3,43,9,1:43.138,1:42.473,1:42.530
10401,1137,848,3,23,10,1:42.899,1:42.840,1:42.859
10402,1137,860,210,50,11,1:43.471,1:42.968,NA
10403,1137,852,215,22,12,1:43.337,1:43.035,NA
10404,1137,807,210,27,13,1:43.101,1:43.191,NA
10405,1137,840,117,18,14,1:43.370,1:43.404,NA
10406,1137,817,215,3,15,1:43.547,NA,NA
